Permit_Type,Project,Project_Valuation,Total_SQFT,PSFEE,PAFEE,UTFEE,CDFEE,TotalFeeInvoiced,GeoCluster
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,COMMERCIAL,2621584.0,0,0,0,0.0,12929.7,12929.7,1
NEW,COMMERCIAL,2621584.0,0,0,0,0.0,12929.7,12929.7,1
RE-ROOF,RESIDENTIAL,16364.0,0,0,0,0.0,200.0,200.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,360.0,360.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
INSTALLATION,MOBILE HOME,0.0,0,0,0,0.0,90.0,90.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ACCESSORY,RESIDENTIAL,14597.0,0,0,0,0.0,190.0,190.0,4
POOL,RESIDENTIAL,74946.0,0,0,0,0.0,658.0,658.0,4
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,410.0,410.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
NEW,RESIDENTIAL,287968.0,3019,1231,2600,1363.0,773.8,5967.8,1
NEW,RESIDENTIAL,237132.0,2139,1231,2600,1750.0,447.8,4278.8,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
PERMIT,FENCES AND WALLS,18128.0,0,0,0,0.0,916.41,916.41,0
PERMIT,FENCES AND WALLS,10465.0,0,0,0,0.0,533.27,533.27,0
NEW,RESIDENTIAL,142811.0,1845,938,2600,1750.0,389.0,3927.0,0
PERMIT,FENCES AND WALLS,7989.0,0,0,0,0.0,409.47,409.47,0
NEW,RESIDENTIAL,141633.0,2010,938,2600,1750.0,422.0,5710.0,0
NEW,RESIDENTIAL,133809.0,1740,938,2600,1750.0,368.0,5656.0,0
NEW,RESIDENTIAL,111175.0,1589,938,2600,1750.0,337.8,5625.8,0
PERMIT,FENCES AND WALLS,653.0,0,0,0,0.0,169.87,169.87,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PERMIT,FENCES AND WALLS,10024.0,0,0,0,0.0,511.19,511.19,0
PERMIT,FENCES AND WALLS,7294.0,0,0,0,0.0,374.71,374.71,5
PERMIT,FENCES AND WALLS,8216.0,0,0,0,0.0,188.05,188.05,5
NEW,RESIDENTIAL,350000.0,1615,938,2600,1750.0,343.0,3881.0,1
NEW,RESIDENTIAL,350000.0,1615,938,5200,1750.0,343.0,3881.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ACCESSORY,RESIDENTIAL,67399.0,0,0,0,0.0,609.0,609.0,1
ALTERATION,COMMERCIAL,0.0,0,0,0,0.0,100.0,100.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
FIRE ALARM,COMMERCIAL,4350.0,0,0,0,0.0,170.0,170.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,460.0,460.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
RE-ROOF,RESIDENTIAL,14941.0,0,0,0,0.0,180.0,180.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PERMIT,FENCES AND WALLS,3000.0,0,0,0,0.0,68.8,68.8,1
PERMIT,FENCES AND WALLS,5000.0,0,0,0,0.0,260.0,260.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PERMIT,FENCES AND WALLS,0.0,0,0,0,0.0,50.0,50.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
INSTALLATION,MOBILE HOME,0.0,0,0,0,0.0,90.0,90.0,0
ALTERATION,COMMERCIAL,424287.0,0,0,0,0.0,2912.7,2912.7,3
PERMANENT,SIGN,0.0,0,0,0,0.0,110.0,110.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,373990.0,2560,1231,2600,1750.0,737.0,6318.0,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,2
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
RE-ROOF,RESIDENTIAL,3900.0,0,0,0,0.0,70.0,70.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PERMANENT,SIGN,0.0,0,0,0,0.0,0.0,0.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
RE-ROOF,RESIDENTIAL,20100.0,0,0,0,0.0,240.0,240.0,0
ACCESSORY,RESIDENTIAL,2775.0,0,0,0,0.0,60.0,60.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
NEW,COMMERCIAL,130324.0,0,0,0,0.0,280.0,280.0,3
PERMANENT,SIGN,0.0,0,0,0,0.0,270.0,270.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
COMMUNICATION STRUCTURE,COMMERCIAL,10000.0,0,0,0,0.0,140.0,140.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ACCESSORY,RESIDENTIAL,67863.0,0,0,0,0.0,609.0,609.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,360.0,360.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
RE-ROOF,RESIDENTIAL,12400.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
NEW,RESIDENTIAL,467990.0,3057,1231,2600,1750.0,631.4,6212.4,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
FIRE SPRINKLER,COMMERCIAL,60000.0,0,0,0,0.0,1090.0,1090.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
NEW,RESIDENTIAL,750000.0,6950,1231,2600,0.0,1410.0,5241.0,1
NEW,RESIDENTIAL,700000.0,6176,1231,2600,0.0,1255.2,5086.2,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
FIRE SPRINKLER,COMMERCIAL,5000.0,0,0,0,0.0,90.0,90.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
RE-ROOF,RESIDENTIAL,9000.0,0,0,0,0.0,130.0,130.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
NEW,RESIDENTIAL,300000.0,1509,938,2600,1750.0,321.8,3859.8,1
NEW,RESIDENTIAL,300000.0,1509,938,2600,1750.0,321.8,3859.8,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ACCESSORY,RESIDENTIAL,5000.0,0,0,0,0.0,90.0,90.0,1
NEW,RESIDENTIAL,350000.0,1615,938,5200,1750.0,343.0,3881.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
NEW,RESIDENTIAL,350000.0,1615,938,2600,1750.0,343.0,3881.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ALTERATION,COMMERCIAL,83526.0,0,0,0,1030.0,811.0,811.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
NEW,RESIDENTIAL,350000.0,1615,938,2600,1750.0,343.0,3881.0,1
NEW,RESIDENTIAL,350000.0,1615,938,2600,1750.0,343.0,3881.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PERMIT,FENCES AND WALLS,0.0,0,0,0,0.0,0.0,0.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
NEW,COMMERCIAL,2621584.0,0,0,0,0.0,12929.7,12929.7,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
NEW,RESIDENTIAL,156376.0,2262,1231,2600,1750.0,472.4,4303.4,0
NEW,RESIDENTIAL,133809.0,1740,938,2600,1750.0,368.0,3906.0,0
NEW,RESIDENTIAL,111175.0,1589,938,2600,1750.0,337.8,3875.8,0
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,660.0,660.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,3
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,5
ALTERATION,COMMERCIAL,380480.0,0,0,0,0.0,2815.5,2815.5,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,304990.0,2073,1231,5200,1750.0,434.6,4265.6,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,328990.0,2315,1231,2600,1750.0,483.0,4314.0,1
NEW,RESIDENTIAL,331990.0,2315,1231,2600,1750.0,528.0,4359.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
ACCESSORY,RESIDENTIAL,5341.0,0,0,0,0.0,90.0,90.0,2
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PERMIT,FENCES AND WALLS,6225.0,0,0,0,0.0,321.25,321.25,1
PERMIT,FENCES AND WALLS,6225.0,0,0,0,0.0,321.25,321.25,0
RE-ROOF,RESIDENTIAL,13000.0,0,0,0,0.0,170.0,170.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
RE-ROOF,RESIDENTIAL,12967.0,0,0,0,0.0,160.0,160.0,3
FIRE SPRINKLER,COMMERCIAL,345.0,0,0,0,0.0,90.0,90.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
RE-ROOF,RESIDENTIAL,8915.0,0,0,0,0.0,120.0,120.0,4
RE-ROOF,RESIDENTIAL,12625.0,0,0,0,0.0,160.0,160.0,1
NEW,RESIDENTIAL,286990.0,1893,938,2600,3382.5,443.6,3981.6,0
NEW,RESIDENTIAL,323990.0,2397,2397,2600,1750.0,544.4,5541.4,1
NEW,RESIDENTIAL,301990.0,2149,1231,2600,3382.5,494.8,4325.8,0
NEW,RESIDENTIAL,312990.0,2191,1231,2600,1750.0,513.2,4344.2,1
ADDITION,RESIDENTIAL,45940.0,2626,0,0,0.0,460.0,460.0,0
NEW,RESIDENTIAL,406990.0,3019,1231,2600,1750.0,623.8,6204.8,1
NEW,RESIDENTIAL,380000.0,2148,1231,2600,1750.0,449.6,4280.6,0
NEW,RESIDENTIAL,350000.0,1687,938,2600,1750.0,357.4,3895.4,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
NEW,RESIDENTIAL,734270.0,7270,3752,10400,0.0,1474.0,15626.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
RE-ROOF,RESIDENTIAL,13594.0,0,0,0,0.0,170.0,170.0,3
ALTERATION,COMMERCIAL,82399.0,0,0,0,0.0,849.0,849.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ACCESSORY,RESIDENTIAL,72805.0,0,0,0,0.0,644.0,644.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,190.0,190.0,0
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,4
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
RE-ROOF,RESIDENTIAL,31100.0,0,0,0,0.0,338.0,338.0,3
RE-ROOF,RESIDENTIAL,9868.0,0,0,0,0.0,130.0,130.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,110.0,110.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,460.0,460.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,210.0,210.0,3
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,3
ELECTRICAL,COMMERCIAL,0.0,0,0,0,0.0,160.0,160.0,5
RE-ROOF,RESIDENTIAL,9930.0,0,0,0,0.0,130.0,130.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ALTERATION,COMMERCIAL,734424.0,0,0,0,0.0,4725.0,4725.0,3
PERMANENT,SIGN,0.0,0,0,0,0.0,0.0,0.0,3
NEW,RESIDENTIAL,230000.0,5810,0,0,0.0,310.5,310.5,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,0
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
NEW,RESIDENTIAL,493990.0,3760,1231,2600,1750.0,772.0,4603.0,1
PERMANENT,SIGN,0.0,0,0,0,0.0,270.0,270.0,5
MECHANICAL,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PLUMBING,COMMERCIAL,0.0,0,0,0,0.0,310.0,310.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
RE-ROOF,RESIDENTIAL,13852.0,0,0,0,0.0,170.0,170.0,4
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,0
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
FIRE ALARM,COMMERCIAL,2500.0,0,0,0,0.0,170.0,170.0,4
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,3
RE-ROOF,RESIDENTIAL,16986.0,0,0,0,0.0,200.0,200.0,5
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
RE-ROOF,RESIDENTIAL,2377.0,0,0,0,0.0,60.0,60.0,3
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
MECHANICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
PLUMBING,RESIDENTIAL,0.0,0,0,0,0.0,85.0,85.0,4
PERMIT,FENCES AND WALLS,4050.0,0,0,0,0.0,212.51,212.51,1
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,5
ELECTRICAL,RESIDENTIAL,0.0,0,0,0,0.0,160.0,160.0,1
COMMUNICATION STRUCTURE,COMMERCIAL,25000.0,0,0,0,0.0,290.0,290.0,3
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,3500.0,0,0,0,0.0,73.71,73.71,1
PERMIT,FENCES AND WALLS,260.0,0,0,0,0.0,98.2,98.2,1
RE-ROOF,RESIDENTIAL,11407.0,0,0,0,0.0,140.0,140.0,1
RE-ROOF,COMMERCIAL,54464.0,0,0,0,0.0,518.0,518.0,4
